word,syllables,count_syllables
010010100,010-01-0100,3
010,010,1
0101010,01-01-010,3
0101010,01-01-010,3
01010010,01-010-010,3
01010010010,01-010-010-010,4
01010110,01-01-01-10,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
01011100101001010,01-01-1-10-01-010-01-010,8
01011011010101,01-01-1-01-1-01-01-01,8
010111010010101,01-01-1-1-010-01-01-01,8
01011010010,01-01-1-010-010,5
01011010010,01-01-1-010-010,5
01011010101,01-01-1-01-01-01,6
01011010010,01-01-1-010-010,5
01011010010,01-01-1-010-010,5
01011011010101,01-01-1-01-1-01-01-01,8
010110010,01-01-10-010,4
01011001010,01-01-10-01-010,5
01011001001,01-01-10-010-01,5
0101100100101,01-01-10-010-01-01,6
01011010010001010,01-01-1-010-0100-01-010,7
01011010,01-01-1-010,4
0101101001010,01-01-1-010-01-010,6
010110100,01-01-1-0100,4
0101101010,01-01-1-01-010,5
010110100100,01-01-1-010-0100,5
010110,01-01-10,3
010110100100010,01-01-1-010-0100-010,6
01011001010100101,01-01-10-01-01-010-01-01,8
010110101001,01-01-1-01-010-01,6
01011010001010101,01-01-1-0100-01-01-01-01,8
010110010,01-01-10-010,4
010110010,01-01-10-010,4
01011010010,01-01-1-010-010,5
0101101010101,01-01-1-01-01-01-01,7
01011010010,01-01-1-010-010,5
010110100101,01-01-1-010-01-01,6
010110010,01-01-10-010,4
01011001010,01-01-10-01-010,5
010110010100,01-01-10-01-0100,5
0101100100010,01-01-10-0100-010,5
01011001000100,01-01-10-0100-0100,5
010110010101,01-01-10-01-01-01,6
01010,01-010,2
0101001,01-010-01,3
01001010,010-01-010,3
010010,010-010,2
0100100,010-0100,2
0100100010,010-0100-010,3
010010010110010101,010-010-01-01-10-01-01-01,8
0100100110010,010-010-01-10-010,5
01001001010,010-010-01-010,4
0100100101010,010-010-01-01-010,5
01001001010101,010-010-01-01-01-01,6
010010010010110010,010-010-010-01-01-10-010,7
010010010,010-010-010,3
010010010010,010-010-010-010,4
01001001011010010,010-010-01-01-1-010-010,7
0101010010,01-01-010-010,4
0101010,01-01-010,3
0101010101,01-01-01-01-01,5
0101010101,01-01-01-01-01,5
010100100010,01-010-0100-010,4
010010,010-010,2
010,010,1
0101010010,01-01-010-010,4
010100001010100101,01-01-00001-01-010-01-01,7
0101001101,01-01-001-1-01,5
010100010,01-0100-010,3
0101010,01-01-010,3
010101010101,01-01-01-01-01-01,6
010101010,01-01-01-010,4
01010101001,01-01-01-010-01,5
010101010,01-01-01-010,4
01010101010,01-01-01-01-010,5
010101010,01-01-01-010,4
010101010101,01-01-01-01-01-01,6
01010101,01-01-01-01,4
01010101010101,01-01-01-01-01-01-01,7
010101010010,01-01-01-010-010,5
0101010100101010,01-01-01-010-01-01-010,7
0101010101,01-01-01-01-01,5
010101010101,01-01-01-01-01-01,6
0101010010,01-01-010-010,4
010110100101,01-01-1-010-01-01,6
01011010010101,01-01-1-010-01-01-01,7
0101100010,01-01-100-010,4
010110010,01-01-10-010,4
0101100101,01-01-10-01-01,5
01010010101,01-010-01-01-01,5
0101001001010010,01-010-010-01-010-010,6
010100101010010,01-010-01-01-010-010,6
0101010010,01-01-010-010,4
01010100100,01-01-010-0100,4
0101010001,01-01-0100-01,4
01010101,01-01-01-01,4
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
01010010101,01-010-01-01-01,5
0101001001,01-010-010-01,4
010100101,01-010-01-01,4
01010100010,01-01-0100-010,4
010100100,01-010-0100,3
010100100010101010,01-010-0100-01-01-01-010,7
0101010101010,01-01-01-01-01-010,6
01001,010-01,2
01001010101,010-01-01-01-01,5
0100101010,010-01-01-010,4
01010100101,01-01-010-01-01,5
0101010,01-01-010,3
0101011010,01-01-01-1-010,5
01010101010,01-01-01-01-010,5
010101010101,01-01-01-01-01-01,6
01010101010100,01-01-01-01-01-0100,6
0101010101,01-01-01-01-01,5
0101010010,01-01-010-010,4
010100100,01-010-0100,3
0101001010,01-010-01-010,4
010100101010101,01-010-01-01-01-01-01,7
010100101010100,01-010-01-01-01-0100,6
01010010101010101,01-010-01-01-01-01-01-01,8
010100101010101,01-010-01-01-01-01-01,7
0101001001,01-010-010-01,4
010101010,01-01-01-010,4
010101001,01-01-010-01,4
010101010,01-01-01-010,4
0101010,01-01-010,3
010101010010,01-01-01-010-010,5
01010100,01-01-0100,3
01010010,01-010-010,3
01010101010010,01-01-01-01-010-010,6
01010110,01-01-01-10,4
0101001010,01-010-01-010,4
01010010101,01-010-01-01-01,5
01010010,01-010-010,3
01010101010,01-01-01-01-010,5
010100100101,01-010-010-01-01,5
0101001010110010,01-010-01-01-01-10-010,7
0101001010101010,01-010-01-01-01-01-010,7
0101001010010,01-010-01-010-010,5
01010010,01-010-010,3
010100101010,01-010-01-01-010,5
010101010101,01-01-01-01-01-01,6
0101010010010,01-01-010-010-010,5
0101010100,01-01-01-0100,4
010100100010101,01-010-0100-01-01-01,6
01010011010010,01-010-01-1-010-010,6
01010010100100,01-010-01-010-0100,5
010100101010,01-010-01-01-010,5
010,010,1
01001010,010-01-010,3
0101101010,01-01-1-01-010,5
01011010101,01-01-1-01-01-01,6
0101010,01-01-010,3
0101010-1001010,01-01-010-10-01-010,6
0101010-10010100,01-01-010-10-01-0100,6
0101010-010,01-01-010-010,4
0101010-0100010010,01-01-010-0100-010-010,6
0101010-0101001010,01-01-010-01-010-01-010,7
0101010-0101001010010,01-01-010-01-010-01-010-010,8
0101010-010010100,01-01-010-010-01-0100,6
0101010-01010,01-01-010-01-010,5
0101010-010010010,01-01-010-010-010-010,6
0101010-00101010,01-01-010-001-01-010,6
010101001,01-01-010-01,4
0101010010101,01-01-010-01-01-01,6
01010101001010,01-01-01-010-01-010,6
01010101001010010,01-01-01-010-01-010-010,7
01010101010,01-01-01-01-010,5
010101010100101,01-01-01-01-010-01-01,7
010101010100101010010,01-01-01-01-010-01-01-010-010,9
0101010010,01-01-010-010,4
010101010,01-01-01-010,4
010101010,01-01-01-010,4
01010100101,01-01-010-01-01,5
0101010010101010,01-01-010-01-01-01-010,7
01010100101010,01-01-010-01-01-010,6
010101010,01-01-01-010,4
0101010,01-01-010,3
01010101,01-01-01-01,4
0101010,01-01-010,3
010110,01-01-10,3
010110010,01-01-10-010,4
01010,01-010,2
0101010,01-01-010,3
0101010101010,01-01-01-01-01-010,6
0101010,01-01-010,3
01010,01-010,2
01010010,01-010-010,3
010010,010-010,2
01010100,01-01-0100,3
01010110010101,01-01-01-10-01-01-01,7
0101010101,01-01-01-01-01,5
01010,01-010,2
0101010100101,01-01-01-010-01-01,6
010101010101,01-01-01-01-01-01,6
0101010,01-01-010,3
01010010,01-010-010,3
01001,010-01,2
010010100,010-01-0100,3
01001010010,010-01-010-010,4
0100100,010-0100,2
010101010,01-01-01-010,4
01110100101,01-1-1-010-01-01,6
0111001001010,01-1-10-010-01-010,6
01101100010,01-1-01-100-010,5
0110101010,01-1-01-01-010,5
01101010101,01-1-01-01-01-01,6
0110100100101,01-1-010-010-01-01,6
01101010,01-1-01-010,4
011010100,01-1-01-0100,4
011010101,01-1-01-01-01,5
0110101010,01-1-01-01-010,5
01101010101,01-1-01-01-01-01,6
011101010101,01-1-1-01-01-01-01,7
0110101,01-1-01-01,4
011010101,01-1-01-01-01,5
011010010,01-1-010-010,4
011010010,01-1-010-010,4
01101010,01-1-01-010,4
011010101,01-1-01-01-01,5
011010101010,01-1-01-01-01-010,6
011010,01-1-010,3
0110100100010,01-1-010-0100-010,5
0110101010,01-1-01-01-010,5
0110010,01-10-010,3
0110010-0101010100,01-10-010-01-01-01-0100,7
011001010,01-10-01-010,4
0110010101,01-10-01-01-01,5
01110,01-1-10,3
0111010101,01-1-1-01-01-01,6
01110101001,01-1-1-01-010-01,6
011101010010,01-1-1-01-010-010,6
0110100101,01-1-010-01-01,5
01101001,01-1-010-01,4
01101001010,01-1-010-01-010,5
01101001010,01-1-010-01-010,5
011001101010,01-10-01-1-01-010,6
0110011010101,01-10-01-1-01-01-01,7
011010010,01-1-010-010,4
011010,01-1-010,3
01101010,01-1-01-010,4
01101010-0101010,01-1-01-010-01-01-010,7
011010101,01-1-01-01-01,5
011010101001001,01-1-01-01-010-010-01,7
01101010100100101,01-1-01-01-010-010-01-01,8
01101001010,01-1-010-01-010,5
011010010100,01-1-010-01-0100,5
011010010,01-1-010-010,4
01101001001,01-1-010-010-01,5
011010010,01-1-010-010,4
01101001010,01-1-010-01-010,5
0110100,01-1-0100,3
011010010,01-1-010-010,4
0110100101,01-1-010-01-01,5
011010010100101010,01-1-010-01-010-01-01-010,8
01101010101,01-1-01-01-01-01,6
0110100101010,01-1-010-01-01-010,6
011010010010101,01-1-010-010-01-01-01,7
01101001010,01-1-010-01-010,5
0110100101010,01-1-010-01-01-010,6
01101001010101,01-1-010-01-01-01-01,7
011010,01-1-010,3
011010101,01-1-01-01-01,5
0110101010,01-1-01-01-010,5
01101010101,01-1-01-01-01-01,6
011010100110,01-1-01-010-01-10,6
0110101101001,01-1-01-01-1-010-01,7
01101011010101,01-1-01-01-1-01-01-01,8
01100101,01-10-01-01,4
011001010,01-10-01-010,4
01100101,01-10-01-01,4
01100101010,01-10-01-01-010,5
011010001010,01-1-0100-01-010,5
0110100101010,01-1-010-01-01-010,6
0110101010,01-1-01-01-010,5
0110101010,01-1-01-01-010,5
011000101010,01-100-01-01-010,5
0110001010,01-100-01-010,4
0110100101010,01-1-010-01-01-010,6
01101001010,01-1-010-01-010,5
011010010101,01-1-010-01-01-01,6
0110100101,01-1-010-01-01,5
011010010,01-1-010-010,4
0110100101,01-1-010-01-01,5
0110100101,01-1-010-01-01,5
011010010100,01-1-010-01-0100,5
011010010,01-1-010-010,4
0110100101,01-1-010-01-01,5
01101001010101,01-1-010-01-01-01-01,7
0110010100,01-10-01-0100,4
01100100010,01-10-0100-010,4
011001000100,01-10-0100-0100,4
01101010,01-1-01-010,4
011010101,01-1-01-01-01,5
011010101010,01-1-01-01-01-010,6
0110010101010,01-10-01-01-01-010,6
01100101010101,01-10-01-01-01-01-01,7
0110101,01-1-01-01,4
010100,01-0100,2
0101010,01-01-010,3
01010100101,01-01-010-01-01,5
0101010,01-01-010,3
0101010100010101,01-01-01-0100-01-01-01,7
0101010010101,01-01-010-01-01-01,6
010101010101,01-01-01-01-01-01,6
01010101,01-01-01-01,4
01010101010101,01-01-01-01-01-01-01,7
0101010010,01-01-010-010,4
01010101010010010,01-01-01-01-010-010-010,7
0101010,01-01-010,3
01010010,01-010-010,3
01001100,010-01-100,3
01001010,010-01-010,3
010010100,010-01-0100,3
010010,010-010,2
010010010,010-010-010,3
010010100,010-01-0100,3
010010,010-010,2
010100101,01-010-01-01,4
01010,01-010,2
01010010010010,01-01-0010-010-010,5
0101001001010,01-01-0010-01-010,5
01010110,01-01-01-10,4
0100,0100,1
010010100,010-01-0100,3
01001010,010-01-010,3
01001010100101,010-01-01-010-01-01,6
0100101,010-01-01,3
010010010010,010-010-010-010,4
010001,0100-01,2
010001010010,0100-01-010-010,4
0100010,0100-010,2
010010010,010-010-010,3
010010010010,010-010-010-010,4
01001010,010-01-010,3
01001010010,010-01-010-010,4
010010010,010-010-010,3
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
01001010,010-01-010,3
0101100101,01-01-10-01-01,5
010100101,01-01-001-01,4
01001010,010-01-010,3
01001,010-01,2
01001001010,010-010-01-010,4
01001001010100,010-010-01-01-0100,5
010010,010-010,2
01001010010,010-01-010-010,4
010010100,010-01-0100,3
010010100101,010-01-010-01-01,5
01001010,010-01-010,3
01001010,010-01-010,3
010010100,010-01-0100,3
010010010,010-010-010,3
0100101010,010-01-01-010,4
0100101010,010-01-01-010,4
01001010010,010-01-010-010,4
010010100101,010-01-010-01-01,5
01001010,010-01-010,3
0100101001010,010-01-010-01-010,5
01001010010,010-01-010-010,4
01001010010,010-01-010-010,4
01001010010,010-01-010-010,4
01001010100101,010-01-01-010-01-01,6
01001010,010-01-010,3
0100110101,010-01-1-01-01,5
010110,01-01-10,3
010110100,01-01-1-0100,4
0101001010101,01-010-01-01-01-01,6
0101001010101,01-010-01-01-01-01,6
0101001010010,01-010-01-010-010,5
010100100101010101,01-010-010-01-01-01-01-01,8
010010,010-010,2
010010101101,010-01-01-01-1-01,6
0100101010101,010-01-01-01-01-01,6
0100,0100,1
010010,010-010,2
01001010010,010-01-010-010,4
01001010,010-01-010,3
0100101001,010-01-010-01,4
01000100,0100-0100,2
010010,010-010,2
010010010,010-010-010,3
01010010,01-010-010,3
010010,010-010,2
01001010,010-01-010,3
0100101,010-01-01,3
010010101,010-01-01-01,4
0101011010,01-01-01-1-010,5
010101010,01-01-01-010,4
01010101010101001010,01-01-01-01-01-01-010-01-010,9
01010101010,01-01-01-01-010,5
01010100,01-01-0100,3
01010110010100,01-01-01-10-01-0100,6
010101110010,01-01-01-1-10-010,6
0101010100101,01-01-01-010-01-01,6
010101010,01-01-01-010,4
0101010101010,01-01-01-01-01-010,6
01010101001010,01-01-01-010-01-010,6
010101010010,01-01-01-010-010,5
0101010100100,01-01-01-010-0100,5
0101010100101,01-01-01-010-01-01,6
010101010101,01-01-01-01-01-01,6
010101010101,01-01-01-01-01-01,6
010101010,01-01-01-010,4
01010101010,01-01-01-01-010,5
01010101010,01-01-01-01-010,5
010101010010,01-01-01-010-010,5
010101010010,01-01-01-010-010,5
010101010101,01-01-01-01-01-01,6
010101010110,01-01-01-01-01-10,6
0101010100101,01-01-01-010-01-01,6
010101010,01-01-01-010,4
0101010100101,01-01-01-010-01-01,6
0101010100,01-01-01-0100,4
010101010010,01-01-01-010-010,5
010101010010,01-01-01-010-010,5
0101010100100,01-01-01-010-0100,5
010101010010,01-01-01-010-010,5
010101010,01-01-01-010,4
010101010101,01-01-01-01-01-01,6
0101010101010010,01-01-01-01-01-010-010,7
01010100100101,01-01-010-010-01-01,6
0101010010101,01-01-010-01-01-01,6
01010100110101,01-01-010-01-1-01-01,7
010101010010,01-01-01-010-010,5
010101010010,01-01-01-010-010,5
010101010010010,01-01-01-010-010-010,6
0101010100110100,01-01-01-010-01-1-0100,7
01010100101,01-01-010-01-01,5
0101010010101,01-01-010-01-01-01,6
0101010010101,01-01-010-01-01-01,6
010101001010,01-01-010-01-010,5
0101010010101,01-01-010-01-01-01,6
010101000100101,01-01-0100-010-01-01,6
0101010100100,01-01-01-010-0100,5
0101010100010,01-01-01-0100-010,5
010101010101,01-01-01-01-01-01,6
0101010010000100100101,01-01-010-01-000010-010-01-01,8
0101010010010,01-01-010-010-010,5
0101010010010,01-01-010-010-010,5
01010101010001,01-01-01-01-0100-01,6
01010100101010,01-01-010-01-01-010,6
0101010010101,01-01-010-01-01-01,6
010101001010101,01-01-010-01-01-01-01,7
010101001010,01-01-010-01-010,5
0101010010101,01-01-010-01-01-01,6
010101010101,01-01-01-01-01-01,6
010101010101010,01-01-01-01-01-01-010,7
010101010,01-01-01-010,4
010110010,01-01-10-010,4
01010100,01-01-0100,3
01010101,01-01-01-01,4
010010,010-010,2
010010,010-010,2
010010010,010-010-010,3
0100,0100,1
01001,010-01,2
01001001,010-010-01,3
01001,010-01,2
010101,01-01-01,3
010010010,010-010-010,3
0100,0100,1
01001,010-01,2
0100101010101,010-01-01-01-01-01,6
010010,010-010,2
01001010,010-01-010,3
010010010,010-010-010,3
010,010,1
01010,01-010,2
01010010010,01-010-010-010,4
0101010,01-01-010,3
0101010010,01-01-010-010,4
01010010,01-010-010,3
0101001010,01-010-01-010,4
01010010010,01-010-010-010,4
010100010,01-0100-010,3
0101010,01-01-010,3
011010,01-1-010,3
01101010,01-1-01-010,4
011010,01-1-010,3
01101010100,01-1-01-01-0100,5
01101001001,01-1-010-010-01,5
01101001001010,01-1-010-010-01-010,6
011010101010,01-1-01-01-01-010,6
01100100,01-10-0100,3
01001010,010-01-010,3
01001010010010,010-01-010-010-010,5
010010,010-010,2
010010010,010-010-010,3
0100010,0100-010,2
010001001,0100-010-01,3
010100100101,01-010-010-01-01,5
010010,010-010,2
01001010100101,010-01-01-010-01-01,6
01001001010,010-010-01-010,4
010010010010,010-010-010-010,4
010010010,010-010-010,3
01001001001010,010-010-010-01-010,5
010010010010010,010-010-010-010-010,5
010010101010,010-01-01-01-010,5
010010101,010-01-01-01,4
010,010,1
010-01001010,010-010-01-010,4
0101001,01-010-01,3
0101010010,01-01-010-010,4
010101010010,01-01-01-010-010,5
01010101010,01-01-01-01-010,5
0101010101010,01-01-01-01-01-010,6
0101010100100,01-01-01-010-0100,5
01001010,010-01-010,3
010100010,01-0100-010,3
01010,01-010,2
01001,010-01,2
010011001010101,010-01-10-01-01-01-01,7
010010101010010,010-01-01-01-010-010,6
0100101010,010-01-01-010,4
01001010101,010-01-01-01-01,5
01001010,010-01-010,3
0100100,010-0100,2
0100100010,010-0100-010,3
010010010010,010-010-010-010,4
0100100010,010-0100-010,3
0100101010,010-01-01-010,4
010010010,010-010-010,3
010010100101,010-01-010-01-01,5
01001010010-0101001,010-01-010-010-01-010-01,7
01001001010,010-010-01-010,4
010010010,010-010-010,3
010010010,010-010-010,3
010010010010,010-010-010-010,4
01001010010,010-01-010-010,4
0100101001010,010-01-010-01-010,5
010010010,010-010-010,3
0100100101,010-010-01-01,4
0100101010,010-01-01-010,4
01001010,010-01-010,3
0100101010010,010-01-01-010-010,5
01001010101001010,010-01-01-01-010-01-010,7
010010101,010-01-01-01,4
010010010,010-010-010,3
010011010101,010-01-1-01-01-01,6
0100111010010,010-01-1-1-010-010,6
01001110111010100101,010-01-1-1-01-1-1-01-010-01-01,11
010011101010101,010-01-1-1-01-01-01-01,8
01001110101010101,010-01-1-1-01-01-01-01-01,9
0100111010010,010-01-1-1-010-010,6
0100111010100,010-01-1-1-01-0100,6
010011001010,010-01-10-01-010,5
010011001001,010-01-10-010-01,5
01001100101001010,010-01-10-01-010-01-010,7
0100110010100100101,010-01-10-01-010-010-01-01,8
010011001010010010101001,010-01-10-01-010-010-01-01-010-01,10
010011010010,010-01-1-010-010,5
0100110100101,010-01-1-010-01-01,6
010011010010101,010-01-1-010-01-01-01,7
0100110101010,010-01-1-01-01-010,6
01001101100101,010-01-1-01-10-01-01,7
0100101101010,010-01-01-1-01-010,6
01001011010101,010-01-01-1-01-01-01,7
0100101100010,010-01-01-100-010,5
010010110,010-01-01-10,4
010010010,010-010-010,3
010010101010,010-01-01-01-010,5
0100101010101,010-01-01-01-01-01,6
010011000010101,010-01-1-00001-01-01,6
0100110100010,010-01-1-0100-010,5
01001101000100100101,010-01-1-0100-010-010-01-01,8
0100110100000100101,010-01-1-01-0000010-01-01,7
0100110101010,010-01-1-01-01-010,6
01001101001010,010-01-1-010-01-010,6
010011010010101,010-01-1-010-01-01-01,7
0100110100101,010-01-1-010-01-01,6
01001010,010-01-010,3
0100101010,010-01-01-010,4
01001010101,010-01-01-01-01,5
0100101001,010-01-010-01,4
01001010010,010-01-010-010,4
01001010010,010-01-010-010,4
0100101010,010-01-01-010,4
01001010101,010-01-01-01-01,5
010010010,010-010-010,3
01001010,010-01-010,3
01001010101,010-01-01-01-01,5
01001010010,010-01-010-010,4
01001010,010-01-010,3
0100100100,010-010-0100,3
01001001010,010-010-01-010,4
010010101010010,010-01-01-01-010-010,6
01001010,010-01-010,3
01001010,010-01-010,3
01001010101010,010-01-01-01-01-010,6
0100101010,010-01-01-010,4
01001010101010,010-01-01-01-01-010,6
0100101010100101,010-01-01-01-010-01-01,7
0100101001010,010-01-010-01-010,5
01001010010,010-01-010-010,4
0100101101001,010-01-01-1-010-01,6
01001011010,010-01-01-1-010,5
0100101101010,010-01-01-1-01-010,6
01001011010101,010-01-01-1-01-01-01,7
010010110100101,010-01-01-1-010-01-01,7
01001011010101,010-01-01-1-01-01-01,7
01001001101010,010-010-01-1-01-010,6
010010010,010-010-010,3
01001001010,010-010-01-010,4
010010010101,010-010-01-01-01,5
0100110010,010-01-10-010,4
010011001,010-01-10-01,4
010011001001010,010-01-10-010-01-010,6
01001100101010,010-01-10-01-01-010,6
01001100110,010-01-10-01-10,5
010011001001010,010-01-10-010-01-010,6
010011010100010,010-01-1-01-0100-010,6
01001101001010,010-01-1-010-01-010,6
0100110100100110,010-01-1-010-010-01-10,7
0100110100100101,010-01-1-010-010-01-01,7
0100110101001010,010-01-1-01-010-01-010,7
01001010010,010-01-010-010,4
0100101001010,010-01-010-01-010,5
0100101001010010,010-01-010-01-010-010,6
010010100101001,010-01-010-01-010-01,6
0100101001,010-01-010-01,4
0100101001010,010-01-010-01-010,5
010010100101010,010-01-010-01-01-010,6
0100101001010,010-01-010-01-010,5
010010100010,010-01-0100-010,4
010010010100,010-010-01-0100,4
010010010010,010-010-010-010,4
010010010,010-010-010,3
0100100101010,010-010-01-01-010,5
01001001010,010-010-01-010,4
010010101010,010-01-01-01-010,5
0100101001,010-01-010-01,4
01001010,010-01-010,3
01001010,010-01-010,3
0100101010,010-01-01-010,4
0100101001,010-01-010-01,4
01001010,010-01-010,3
0100101010,010-01-01-010,4
01001010101,010-01-01-01-01,5
010010101010,010-01-01-01-010,5
01001010100101,010-01-01-010-01-01,6
0100101010010101,010-01-01-010-01-01-01,7
01001010010100,010-01-010-01-0100,5
0100101001010,010-01-010-01-010,5
01001010010,010-01-010-010,4
0100101001010,010-01-010-01-010,5
01001010101,010-01-01-01-01,5
01001010101010010,010-01-01-01-01-010-010,7
0100101001,010-01-010-01,4
01001010101,010-01-01-01-01,5
010010101101010,010-01-01-01-1-01-010,7
010010101101010,010-01-01-01-1-01-010,7
01001010110100101,010-01-01-01-1-010-01-01,8
0100101010010010,010-01-01-010-010-010,6
01001010100100101,010-01-01-010-010-01-01,7
0100101010100100,010-01-01-01-010-0100,6
01001010110010,010-01-01-01-10-010,6
010010101101010,010-01-01-01-1-01-010,7
01001010110101010,010-01-01-01-1-01-01-010,8
